Comment,Insult
white men like to rape little boys,1
who the fuck is this regular joe seriously that is all they got cnn wallstreet journal did they miss all the other stuff that happened so the game was to fake a funk and hope no one notices anyways its all about the white voters,0
another date that works for conservative men is to dress like a pimp and convince some young innocent girl to be your whore so that you can take down acorn tip submitted by james o keefe ref andrew breitbart,0
you are looking for attention because you were dumped by one of your relatives and feel lonely inbreeding is not all it is cracked up to be is it,1
i admitted a work history that included protecting kids from creeps like you w the nypd ronald reagan not only visited us twice but praised us in a state of the union the ny giants came to lift weights and a republican cabinet member came w out fan fare to serve dinner every now then i guess nancy reagan hugging our kids made her suspicious too get a life and speaking of life once again what has your miserable life ever amounted to,1
you get a like based only on the last part of the comment,0
that would work for me as well that scoring lines is pretty flexible a lot of possible options there,0
typical muslim what do you expect from him,1
lets start back up with the libturdz and teaa tard name calling,1
you are a dumb turd other than that have a nice evening,1
hey when you are in public or on the internet you cover your private areas with clothing we do not want to see porn and that includes your butt,0
that wa flat out awful arod cannot catch up to the fastball anymore,0
piisii apparently knows nothing about cold facts republican trolls make us all sick with their non factual crap you can cry until your lies mean nothing to intelligent people,1
sod foot ball all i see is sluts r us,1
breaking news russian oligarch coming to london for olympics caught up in arms export to syria regime row,0
dmallett you are making an assumption that the people heckling them were liberals but you have nothing to back that up other then your biased belief,0
it is just you smelling your armpits again go back to your nails,1
a little lipstick on your palms off to the jerk match,0
you are wasting your time,0
on the real shut the fuck up because you do not even know all the details yet you claim to use logic how the fuck you gonna use logic when you do not even know the details tell me what city dudes mom father died in oh you can t because you do not know as for your mistaken supernatural events why do not you share some since you seem to make mistakes using your judgement occasionally,1
p you just got me super excited,0
like if you were unable to read this comment because other comments loaded so fast,0
maybe next time you say it you will write you are a moron you re a cretin,1
why did you do that because you smell like dog poo you are so stupid just like dog poo you are made outta poo,1
people dont seem to understand the point of what sony is trying to do here which is ok i will tell you the main reason they have not officially announced anything yet is because they are more then likely currently working on something they are not going to actually announce that something and show it off until they are satisified that they actually are ble to do something more powerful then ps why be like nintendo and hype your newest console up but then send a pr rep who didnt even know if the wii u was going to be or p and dodging questions about the hardware tech itself with an answer of well entertainment is out main focus two this report is bogus to begin with anyway microsoft and sony using the same graphics card there would be no point because both the games on the consoles even with console exclusives would look the same and i am pretty sure microsoft and sonys main goal is to have better looking games then the other not games that look the same but are on different systems,0
stfu u dirty ugly wet musty hair havin rican dirty ass wetback i swear i cant stand u dirty ugly pale face wannabe white spics postin racist bs on wshh when u the least disliked group of ppl in america ima spit in the next lil wetback kids face when i see em because of u,1
you filthy ignorant cock sucker stankin ass whore u should leave while you still ahead before someone stick a dick in your mouth to make u shut up,1
how old are u knicks fan beeyatch not a melo ball licker,1
see three other people wih iq s lower then you clicked like on your comment congrats you are not the dumbest one on the blog,1
you really are nothing but an animal are not you have a nice day i sincerely hope you manage to get some help for your anger issues you are obviously deeply disturbed and you have my sympathy,1
hey look it is a woman who is down and out and living on the streets and your reaction to that is to stalk her and humiliate her publicly what kind of sick fuck are you,1
no ike i said earlier sir you are an a s s,1
gee whiz ryan is your dik that small maybe you should invest in some of that dik extender instead of a new computer you are nothing but a keyboard warrior,1
no my dude you do not get it plainly said take him out back and shoot him no appeals no nothing just a couple of bullets and bill his family for the cost of the ammo,0
you two are fucking trolls what a sickening thought last time i checked oaxaca is relatively safe but ya ll would not know that cause both of you have your heads up your ass btw most of the violence is on the borderstates of mexico or did you forget that too,1
on march president obama ridiculed children with disabilities on jay leno s program when answering a question about his bowling prowess obama said it was like special olympics,0
konstigt n r barca inte sl pper bollen utan st r d r och passar bollen till varandra i min och sen kommer p oh shit vi m ste g ra m l ocks och d f r dem panik sen kommer messi och s tter bollen i n tet min i fr n matchslut d r det ganska sv rt att sl ppa in m l s jag f rst r att han f r det d r j vla priset vart enda j vla r,0
you sound like rain man,1
aww you poor little cowardly redneck strong intelligent black woman scares you it must be sad to live life as a right wing redneck cowardly pansy,1
why you mad faggit you like dick fuck faggits fuck you,1
juries are made up of people in the community who do not like to see students beat up for exercising their first amendment rights of free speech and assembly except that is now what happened you little shit stirring fruit loop you also fail to mention that juries are usually made up of people who are generally civic minded and respectful of the legal process so they are not usually sympathetic of little assholes who merely wish to engage in physical confrontations now why do not you stop making a pest of yourself and get a real job,1
fan jag som trodde det var fi att neka de som vill r sta att r sta r allt annat r civiliserat att ta ut sv ngarna r v lbeh vt annars sker inga f r ndringar,0
they are not the pg proposal is a list of people who have committed crimes with a gun not a way to register guns is no one else disturbed by the idea of the government maintaining lists of people they do not like cue you know who else had lists of people they do not like jokes in,0
well it will be hard for iran to claim israel is responsible for one of these attacks the purpetrator blow himself up and was cooperative enough to bring his passport to prove he is iranian these countries especially india should rethink their relationship with iran and cooperate with the sanctions buying oil from a state that sponsors terrorism will only lead to more problems for all it does prove to anyone objective person or nation who had any doubts previously that the iranian regime is engaged in lies and deception both in their involvement in terrorism and concerning their nuclear program,0
you are a complete moron,1
you are a first class idiot there should be a reward for your arrest,1
which second did you buy i might want half of it,0
they also tried to sue other organizations that had for the cure in their name,0
why arent we doing this if it is an option our schollys are percent of the time good for four years anyways and it seems like it would be a huge advantage to us in recruiting over the likes of alabama sc and others,0
maybe you are argentinean prepotent like him,0
animal planet told that mermaids are real,0
your pussy stop hitting woman and fight me bitch ass nigga,1
i fucked your white mom gg you know that stands for german goo girls right some raunchy ass pornoi i actually think i saw you on it getting your black ass pissed on,1
tony used to have a nose like a six year old girl now he can suck up two good sized watermelons with his nostrils,0
heheh i wear heels bigger than you dick it is incredibly awesome note,0
all these evangelists are nothing more than money hustlers who take the weak of mind s money i say if you are that stupid you deserve to lose your money to them,1
only her palms and the bottom of her feet are white,0
guarda io sull s ho svoice vlingo e dragon go non ne ho usato usato uno per piu di min ad esempio ad svoice gli ho fatto spegnere il bluetooth il wifi e fatto una ricerca in rete da allora li a occupare memoria come gli altri ovvio che dire che inutile a prescindere ingiusto ma per ora io una reale utilit io non la vedo,0
lol read the entire paper reidtard typical poorly educated libidiot,1
you see you are stupid you ll probably get shot next week or overdose like a dumb fat lipped monkey how sad that i come from the philippines and i am smarter than your ape ass you people were much more useful as slaves,1
you sir are an idiot,1
are you really that dumb no wonder these idiots still get votes the ignorant morons that believe their b,1
your born you live you die you blow as hard as you can in the middle to keep the balloon from collapsing cuz shlt happens in the middle,0
yeah i have been following along just wanted to make sure you knew,0
not funny jack you are a total db friggin moron,1
m ho mal ho kondome,0
he should be punished in some way obiously just because he is in the sas should not make him untouchable unquote he has been punished plus he will get done by the army in the forces you get done twice once by the civil courts then by military justice if i may use those terms together as you are guilty until proven even more guilty,0
what has the picture to do with the possible drowning oh editor,0
stretch her ass open mah nigguh spit in her asshole and put ya dick deep in it give her an anal infection bruh,1
damn i better stop flagging sheep me then,0
well said jace it has to work both ways then,0
you do not play competitive sports do you,0
you are simply comically idiotic or you are just a depressing fool either way you are still just a liar and an internet coward cheers,1
that girl kinda look cock eye d but its ok i would fuck her till that shit turnt straight,1
i hope you are having a girl are u gonna find out before,0
idiot,1
you are human garbage,1
you are so confused,0
here is your boy sander,0
ha ha fuck u wenger fuck u gooners,1
an uncle raping a niece in texas couldn t happen oh it happens but in texas they call it a family reunion,0
it was an out does not matter how sloppy,0
holy sh yt you are one du mb ph uck,1
you are an obama dic suck er slurp burp yep that is you,1
your anti semitic rants are not welcomed here you are a racist moron fu,1
well you just lost all credibility when you said you were a student of limbaugh university now you are just a troll nobody cares what you think or say you are being flagged every time you post one of your degrading comments enjoy while it lasts,1
you are calling me stupid um o k,1
weapons what planet are you on,0
seriously dude fuck you i am catching up on the episodes i missed and now you have ruined the next one for me think before posting on the review of the previous episode next time asshole,1
and an audience that believes what it sees on tv,0
the laughs you two heard were triggered by memories of his own high flying exits off moving beasts,0
you truly are a mental midget,1
david brock homosexual militant who obviously hires other homosexual militants to rag on fox news because fox news exposes them for what they are daily caller may not be able to say it but i will in his autobiography blinded by the right by david brock at berkeley i had no cause to associate conservatism with prejudice against gays in the early s gay issues weren t polarizing our campus since arriving in berkeley i no longer put aside my deeper desires with some hesitation during my freshman year i went on uneasy dates and had hurried sexual encounters with other guys in neighboring dorms by the end of the year i considered myself gay and had surprisingly little trouble accepting that reality,0
heap your scorn upon low it was he who revealed lkp russ to be one and the same lambeauorwrigley pts who is this i think this is lkp this is so awesome,0
still spewing your ignorance i see phuk off jack a,1
peter you are quite the idiot are you really this clueless or are you foolishly letting your liberal bias dictate your writings,1
that is also part of the as is part of the old law and fits right in with the word on that has been out there from a d either you are dumb or you do not understand what you read duh please thry figure it out before making such a stupid reply here is your nd chance to figure out my post,1
yes you have to have comedy in your life,0
you son of a bitch you son of a bitch,1
a baby of any species that is killed for food is sad but i think you miss the concept of what it means to be a provider species,0
nigga fuck u t bone nd who eva else come to chicago and yo ass gne be on a shirt swerve hitsquad,0
you shut your filthy mouth talking about las premier team like that,1
you are a simpleton lawlz,1
man game ones he has shit in his name they should have known,0
you all including your son deserve a slow painful and miserable death that s how zimmerman stands his ground,0
no one on here has ever been censored ever,0
you seem to be one of those turd minions i see when i have been playing diablo,1
did not condem that did you but yet you cry like a girl because your master was interrupted loser,1
quit fucking with my trolling douche,1
i admire him he is a true warrior king of old the difference between a general and a warlord is that a general only follows orders a warlord is only constrained by the rules he agrees to it was a pathetic joke that obama was given an honorary black belt in taekwondo without earning it putin is a better man than that your standards of measuring a man even an adversary is as pathetic no i think putin is more honest than you will admit,0
what muslims are currently being line up for hate,0
no i am not we had this discussion the other day where i posted the information for you from cbs this is not something you can argue about and yes the surplus was there if you took social security and medicare off the books so there never was a surplus,0
dicey then you really are as grotesquely stupid as your comments suggest that is not possible m,1
you are just a mouthy bitch just like your whore mother now get back in the kitchen make me a sandwhich now,1
i bet you are a white devil or cracker,1
ac tro gi ma hay va kho the fuck,0
love it dirty harry and the chicago thug against the pasty fat boy this could blow your head clean off,0
your mother s,0
you are all a bunch of wankers for not going i would give my left nut to go to this show do not tell me it costs too much or some other show is on the night before or worst of all it is not interesting enough if you are not going to one of these shows you are not into metal and you are a gay piece of shit fuck you death to all tour please come to australia,1
he also continued the meme cpac was pushing about occupy the rapes the murders they want people to think occupy is run by the manson family and in breitbart s addled little brainbox they probably do he ll be on shammity radio tv monday bragging about how he bravely faced the killers down anyone want to bet me,0
exactly like i do not really give a shit how fat a person may or may not feel but it really is shitty when your clothes do not fit and not in a i am so gross way but in a i cannot very well leave the house naked way,0
you are all fucking morons happy now shut the hell up jesus its like watching the special olympics,1
jimbo here think americans are a bunch of suckers to follow for the same deception twice in a row what a joker,1
you are one stupid idiot,1
you go tone i would love to see somebody smack that smug look off that little fuck s face well i do not care to see that smug looking little fuck actually but you know what i mean,0
shut up idiot go back to listening your chunti music my parents are entrepreneurs who make millions a year my rooms costs more than all of your families homes oh wait they do not own anything,1
lame ass nigga you just mad cuz u were raised by wolves i been thru way more than u ever will most of my friends are dead or in jail my belief in god gives me purpose you dont know why you wake up everyday lost little boy i pray god opens your eyes before its too late,0
i think you are still tired either that or you just did not proof read and wrote it out too fast shelby was beside herself when she got to drive her intoxicated brothers home of course we all know you meant uncles i am so glad yall had fun i think everyone of you needed that even the girls especially bobby,0
no such thing as a gay marriage it is not recognized and every state that has had a voted on it has voted it down by a landslide marriage is defined between a man and a woman,0
retarded fucking tide helm,0
i cannot wait until all of you realise that you just wasted your money on cod black ops,0
so you do not actually care about making women feel welcome as part of your professional community which is generally impossible for a woman living in a sexist society to do this one when attention is being drawn to how her colleagues see her as a sexual object why do not you just admit it and be honest i would feel really refreshed if someone like you said for once we do not want women in our field it would look stupid and ridiculous since why would you throw away half the available talent just because you want to sexualize everything but then we could actually discuss the real point instead of derailing dismissive prevaricating and dissembling discourse of which this one is an excellent example,0
damn you are quite the hottie,0
it is clueless racists like you who are in complete denial this boy was in fact killed because of his race there is no race card so now that they mentioned race you are no longer behind them you are as sick as the bastard who pulled the trigger,1
dumb bitch dumb bitch dumb bitch dumb bitch what an oppa s slut you are,1
under what circumstances do increasing public employee s benefits stimulate the economy,0
i am sorry that your gay affirming inner psych opath was disturbed mentally by my use of transgender but a punk that is a male hiding behind a female screen name has a myriad of issues like your contributing zero to the conservative cause ass does too if you keep stalking bitch i will show you who is your daddy,1
you dems your leader is old news like you hes done and so now your done hes yesterdays buisiness like you and your foolish party of misfits that dont stand for america,1
no ass kicker yours,0
great stuff i am so ready to learn but i wonder how gmail power works when i read much of my mail on ios devices do i use a gmail app or go through a gmail mobile site i wonder will you be addressing this aspect in future videos thanks for what i have seen learned here thus far,0
ok now two great things come outta shiner texas shiner bock beer and one hell of a dad this guy is only guilty of not having a gun on him,0
bristol just like your mom you are an idiot just another slave to right wing ideologies that do not cross paths with reality you are just another kid who had a kid,1
none really knows what obama is,0
carter method come in after richards then enter rear,0
i think dirty harry said it best you are nothing but dog shit to me alot of things can happen to dog shit it can be stepped on or dry up and blow away into the wind so russell just beware of where the dog shits you,1
true but if you are around someone who abuses drugs contstantly and the drugs are always around and you feel hopeless because you married a loser like bobby brown and he treats you like crap you sure would be tempted,0
pepes list updated best place to get your dick sucked hialeah swag s house between him and his mom te sacan la espumita,1
oh shut the fuck up you cry baby bitch go cry a fucking river and tell on me some more to the admin real mature way of handling things cry baby,1
weak ass nigga doe you can hit a weak bitch and not even defend yoself against another strong bitch although it was an awefully big ass strong ass bitch but so what,1
oh man la confidential was soo good,0
fuck naman yon o i do not really like lowriders geez kung meron lang stock nung g i baka yun na talaga binili ko maya maya ako kinakabahan baka mabali wtf and yes haha it is okay i know how it feels,0
hug it you fat bucktoothed frog,1
so you dumbphuck retard sh te kunthead son of your phucking whore momma knows everything huh you dumb phuckface,1
aka rondo hit outside shots late agreed,0
bitch you replied to my comment you stupid ass nigga shut your trolling ass up and log out and go breathe some air for once and lmao how fast you replied back to me i see you live on this site smh go get your dick wet seriously and stop sucking uncle ronnie s dick,1
fuck you both,1
not unless some come back or show up they seem to have pretty much done whatever trolls do when their arse has been soundly kicked,0
does anyone think the lib dems will ever own the tax cut for the richest or the granny tax those political party destroyers have george osborne stamped all over them,0
i went to see the grateful dead there on acid a few times years ago and i never fell whats the deal with this new younger stupider generation of clean cut short haired yuppie non drug users who fall and die,0
xanax was her death blow that stuff is totally dangerous because you build a tolerance to it so quickly and if you stop abruptly you could d ie it is so insidious because you keep taking it more and more and it affects your memory to the point that you forget how much you took you take more because it loses it s high effects yet its memory destroying effects get worse and you get to a point that you don t even know what you are doing anymore mix some serious partying in and you have a recipe for disaster she probably was so drunk and drugged that she didn t know how much xanax she took you can easily forget that you took a dose if you have been high on them for days went up to her room took another big dose which was the kil ler dose and the rest is history,0
you are completely clueless,1
wow way to tell us how rich you are stupid yuppie,1
i think it clearly displays your lack of rational thought if you truly believe that,1
you are hallucinating again please go back into your box,1
not sure if you are joking or just dumb have no knowledge in comics,1
it is easy for cowards to be internet thugs and post stupid stuff about an opinion that is all i will say about your ignorant post seek knowledge and you shall find it someday,1
for whatever reason i am not nervous i have confidence we will play well win or lose go okc,0
so they refuse to retract a letter based on a lie from the guy they hate for lying to the american people that is disturbing dishonest sleazy behavior on the part of judson phillips and is one reason i do not personally call myself a tea party member if they keep this up they will be a bigger joke to the left then ever and sadly a smear on conservatives values,0
whoever takes out the heat in the playoffs will be america s team,0
that has to be the stupidest comment i have ever seen,1
yup gang of little nigglet thugs,1
from rogers v bellei u s a case involving statutory citizenship forfeiture discussing dual citizenship dual allegiance the congress has an appropriate concern with problems attendant on dual nationality savornan v united states u s u s n bar yaacov dual nationality xi and these problems are particularly acute when it is the father who is the child s alien parent and the father chooses to have his family reside in the country of his own nationality the child is reared at best in an atmosphere of divided loyalty we cannot say that a concern that the child s own primary allegiance is to the country of his birth and of his father s allegiance is either misplaced or arbitrary the duality also creates problems for the governments involved mr justice brennan recognized this when concurring in kennedy v mendoza martinez u s u s a case concerning native born citizens he observed we have recognized the entanglements which may stem from dual allegiance in a famous case mr justice douglas wrote of the problem of dual citizenship kawakita v united states u s u s he noted that o ne who has a dual nationality will be subject to claims from both nations claims which at times may be competing or conflicting id at u s that one with dual nationality cannot turn that status into a fair weather citizenship id at u s and that c ircumstances may compel one who has a dual nationality to do acts which otherwise would not be compatible with the obligations of american citizenship ibid continuing,0
i would let him fuck me til he couldnt take it no more,0
firewatch has an inflatable date tonight with his ahmadinejad blow up buddy,0
funnyjunk are a bunch of assholes,1
they are against abortions in the case of rape because jesus was conceived by god raping mary,0
i apparently did not make myself clear you are a typical white racist teahadist fascist wing nut dummy you guys almost sank the ship and now you want a mulligan well that is just about the most masochistic selfish thing ever you do not get to fail again admit it the gop does not know how to govern period you screw it up every time you get behind the wheel your license should be suspended god why did you have to include gopers in the grand plan you threw adam and eve out for biting an apple these toads cut down the tree,1
he is depending on the very short term memory vote,0
you are just wonderful and stupid,1
you lie all the time about fucking gwen stafni and make fake questions on formspring to yourself about it right yea your a loser liar,1
no you an idiot,1
wow you are a well travelled guy did you like london the weather here really sucks ugh,0
how would you prove you are a citizen a birth certificate,0
how was that not a strike you buffoon,1
where is all the ron paul trolls to defend this piece of shit,1
no shane dies dammit u have admit it shane wuz d life of d show btw darly and d sheriff they kept dis show interesting but witout dem dis show would not last long becuz lori a slut and always starting shit wit her houes wife ass we got a bitch who always cing killing herself a option and wants b a guy and carl is just fucking stupid he came from we want c him survive d gunshot dat almost killed him y dis little bastard start acting weird and bing annoying and shit,0
you called someone stupid wow you must smoke spice and meth combined because you sound brain dead before putting your sense into something that you have no education on just what you hear from the media think about what you say you sound like a fucking pawn just like the rest of society believe everything you see on the news you brainwashed grunt,1
papism how about popery are not you late for your klavern meeting sheets washed and starched eyelits cut in the white hood,1
ones did you see the interview it was pretty good he sort of shocked those guys back in the studio when he said that they asked we know you have the best record but are you the best team in the west he answers i think we re the best team in the league,0
is this the first aakar patel article you read there is a clear pro pakistan anti india angle and bias in all of his writing ever and if you cannot notice that you are a dumb brainless iq less idiot if you do not know about it then you are an unaware uneducated loudmouth who needs to collect some facts first tyroinfinzie italian scum,1
to engage in an intelligent debate with you is like debating to a retarded person it is useless it looks like you are bent on disregarding the efforts of the government,1
no you shut the fuck up attacking doctors bloody creeps like you all screeching fuck doctors slagging them off wholesale until you need one to save your life or your kids life or your granny s life then you crawl and beg for them to help cry on their shoulder wring their hands with thanks when they save your life etc selfish little spoilt s the lot of you like whining children who want it all but at no cost to themselves ooh boo hoo we have to pay doctors a decent wage and pension boo hoo go live in africa then if you love your i wont pay a penny for a civilised society capitalism so much,1
just in case you need reminding you are an idiot,1
yes you are right cbi congress bachao institution,0
imitation is the sincerest form of flattery,0
you are a complete jackass to blame the mayor get a life,1
you are a typical one liner fu tard troll,1
why does your profile say corrupt media and yet you post under fredd,0
what happened to all the talk about that industry hurting because obama would not let them drill all over the place that is what you call a straw man arguement no one is saying the industry is hurting because it is not what people are saying is that it is moronic to send almost a billion dollars a day to countries that hate us when we could be developing our own natural resources,0
so u a real bitch can u take dis real polish hotdog i got for u,1
you certainly are as right wing as they come are not you way to blow your own cover do you know what romney s best quality is he is not obama for someone who lectures on gender tolerance you sure like to bash others religions i thought i smelled a hypocrite in our midst,0
funny you on here talking about the soulful ghetto black people but you on a black site that markets to the ghetto you know you wish you were black and if you are black you are a sellout nigga lol you are just an actor on here to create arguments and division i see through fools like you you came here to play a role keep playing it because soon its gonna end good day,1
klein you are a coward did you really interview these guys just to mock them best part is that you stop short of belittling scheartz even you know that would probably be the last straw in your downward career,1
i see this morning they have already had one komen health official resign in protest over the decision the bad pr just keeps on coming pema good job on focusing this story on the specific clinics like waco that are going to feel this cut moreso than others it is important in this instance for people to see the reality and what really happens when decisions like this are made for political not practical reasons please bring us more stories like this one,0
yerpathetic minutes ago in reply to design u lol you are an idiot but do not worry america allows you to be an idiot you canadians never answer this question why,1
you do not say,0
that was the fuck of that lil cunts life good job,1
panetta is kissing obamas ass he ll do what ever this loser president tells him to do obama is trying to destroy america cutting back on defence is a good way to have our enemys attack us he wants to save some money so he can spend it on radical programs he has dreamed up like forcing catholics to go against their faith and now he says it is over no more debate like he is the king of america and want he says is law he thinks all americans are stupid he s the only one who knows how to help us but there is an election coming up and it looks bad for b o if the voters do not get this joker out of office we are doomed as a nation,0
sorry bout misspelling your name too btw gina gina gina ok got it,0
i have read your comment and i have to point blankly ask you for one incidence where a person was locked up for dui that did not blow over the legal limit or have a blood test that wasn t over the legal limit just give everybody even one example because anybody that truly was not dui would have a serious law suit against the macon police department and win big so give us just one story or is this wishful thinking on your part,0
retard,1
gabriel getting time to blow that horn,0
i love kelly i am so glad that she has found happiness she is a sweetheart and genuine she has the best voice in music lover her,0
i just did it but for some reason it is not registering maybe needs some time,0
lol i am the adult and you are the childish coward hiding behind a phony username you are the one hiding behind your mothers computer,1
why would you talk about moses like that slap yourself right fucking meow,1
i am a moderate i am fiscally conservative but am moderate on the social issues the republican party is no longer the party of goldwater teddy roosevelt nor even reagan the gop is the party of jerry falwell tony perkins and people like michelle bachmann because i am gay and can not find a place in the gop i voted for obama in however this year i am considering voting for romney this year republicans better hope romney gets the nomination because santorum would be handing the election to obama santorum is scary conservative he wants the government to be all up in peoples business and i would not be surprised if a president santorum created a morality police i believe the majority of americans are moderate and what this country needs is a moderate i am so tired of us swinging from extreme left to extreme right and back again,0
can anyone say ndaa and surveillance drones yup of them in our skies in the next years so that our government can spy on us even more do the imbiciles who support obama know that he is launching drones in our skies to spy on us i will bet they don t little do they know it is just the tip of the iceberg he is deconstructing our entire constitution and way of life what freaking idiots go ahead you morons vote him back in and you will get what you deserve for your stupidity,1
once again wilshaw is babbling away about things that are not in his job description ofsted s role is to inspect schools and they have failed to do this consistently their standard in social care is even worse perhaps we need to consider what ofsted s role should be inspecting and publishing a report is clearly not working it is not what ofsted was set up for in the first place mission creep is a real problem for ofsted the large one off cost for a widespread inspection to identify and help schools has become an on going and rapidly increasing cost if they are inspecting they should also be advising and working with weaker schools if the school does not improve ofsted should be held to acount,0
fuck yeah i wonder about his new hair huhuhu,0
there is no way roger maywheather said these things his account was definetely hacked into no man of his position will say these kind of things i mean he would not talk about another man s wife in that way,0
ellen degeneres thanked the o reilly factor host bill o reilly this week after the fox host called out critics who demanded ellen be fired as a spokeswoman for jcpenney stores due to her sexual orientation after degeneres host of the ellen show was announced as a spokesperson for the department store a conservative group known as the million moms slammed the decision to have a lesbian represent the store but on an episode of the o reilly factor monday o reilly said he didn t think firing degeneres was in keeping with the spirit of america what is the difference between a mccarthy era communist blacklist in the s and the million moms saying hey jcpenney and all you other stores don t you hire any gay people don t you dare what is the difference o reilly said on her show wednesday degeneres thanked him saying you didn t really make it clear if you were going to shop at jcpenney but if you do you can use my employee discount any time you want read more degeneres thanks bill oreilly for defending her in jcpenney debate intcmp obnetwork ixzz mp n wn,0
are you really this stupid,1
get back under your sheet or better go hang yourself,1
one has to remember that all the people were adults most of these poor stars that are at risk are adults i do not feel sorry for any of them that have all that money and wish to blow it on drugs while many of the rest of us are trying to make ends meet you can say they were adicted but i am sure in most cases noone held a gun to their heads while they held a crack pipe to their lips we as a nation spend too much time worrying about these spoiled individuals just sayin,0
wally the bigot and cmorris the racist the new faces of ignorance for the new south no matter how often they wash their black sheet it will still carry the smell good luck guys and all those like you god has a special section for you to sit in when you arrive and your resting spot,1
when the turks and qataris pull their ads of their site,0
disqus i used the cars from my train set as pretend rollerskates all the time the worst accident though was when i tried to use them to go down the stairs in our apartment complex not ride down a hill i think that was an even worse idea than yours,0
that is not funny whats funny would be your family watching you die of a cancer ha haa haa,1
joe was cut once steve young was already there we ve got nothing but the possibility of a good nfl qb as the heir apparent two different things i can t speak of gretzky cause i don t know the details,0
i live with my dad asshole i anal fuked the shit out of you r mom and your sisters and made them cry in the process,1
i am so tired of some people cramming their religion into other people s faces and being so noisy about it i thought you were supposed to pray in closets the first commandment should have been do not be a dick,1
here is my jock strap i will hike it you suck it douchebag,1
and you bash me moron you cannot be that stupid as to make the assertion and have nothing to provide as proof other than your assertion maybe you can be and the messaged attached proves it,1
why not vote libertarian most of your progressive agenda will be fulfilled hilarious,0
like your pictures follow,0
let basegod fuck your bith man let him purge you of that hate,1
what the fuck sun why are you not posting my comments ill tell you what i wont fucking bother writing my opinions then ill just fucking say nice things about all these system abusing scum bags shall i decent,1
why are you speaking only about china and not about all the countries like china,0
mrbreeze that marks you a dumb arab,1
yes you are do not play me like i am a fool fool,0
you are a moron,1
exactly how often did your daddy r pe you weekly hourly you are the most depressingly buttf ked piece of shite ever to vomit their halfassed moronic excuses for the english language on this site you think you are being clever but your grasp of colloquialisms and sarcasm are hilariously pathetic you are a fool your posts are puerile and you personally have no value nobody here likes you h ll nobody here even tolerates you if these people could recognize you on the street they would spit on you my best guess is you are the result of unprotected buttsex between your mother and the family dog an abomination with no justifiable reason to exist now do us all a huge favor and go fuckyourself with a chainsaw sparky slowly and painfully let s all blow this pathetic troll a big sticky sphincter kiss mmwwaa,1
it is better to die facing your enemy than to win hiding in a bunker,0
if you lose your life because of stupidity good riddance,1
hey jurbinsky your mom s a pile of garbage why do not you shut up,1
that puck movement was something to behold,0
get a life you whine like a little girl,1
you are one sick puppy,1
hey you idiot you forget that inflation helps we who have debt it is a two edged sword real gdp may remain stagnant as ngdp rises but you will gain wealth as your debt to equity improves in your favor do not act like you unerstand economics because you took an intro class your freshman year huff puff,1
i like you aggie,0
caca is a nicer way of saying shit in romanian like poop i guess just sayin,0
subban,0
you are a little too caught up in all of this artificial bs world here,0
i will buy the rope so the tax payers do not have to choke up any money c w shovel,0
only an unaccomplished unemployed bed wetter who lives with his mom would boast about how many disallowed posts he made a real over achiever is not he it is very telling ffs he is so excited he p ssed his pants that is if he wore pants,1
so you are saying is not expensive rich boy logic,0
why is manber such a shit rapper,1
we are not talking about incest here you fool use your common sense when making an irrational statement that you claim is rational,1
you are a child rapist in ny you have admitted it many times you sick fuck you have no room to talk,1
aw but it says centre right on the outside in big red letters of course it is only called that because rogers owns the team the stadium and the tv empire that broadcasts the games normal people still call it skydome,0
i hope you are not balancing over the cursed springs,0
well then let private equity funds invest in green energy at least they look at whether the company has a viable chance to succeed and they do not allow political cronyism come into play when they make their decision,0
who is the real idiot dogtwon or me you have to pick one you know everybody cannot be the stupidest person you talk to unless you talk to yourself you asked for this with your lovely comments on how stupid everyone is that did not vote for ron paul what did he wind u with last place and about percent of the vote so of the other primary voters are all stupid morons and you are enlightened,0
you are such a creep go back to cooking,1
dont wish him injury but it happened on its own and i doubt he is injured he looked embarrassed to me,0
ramdin fuck off richard sir was great n u hve apologize him,0
moral of the story when defending your family property and self against a prowler shoot to kill so they cannot come back and sue you,0
willy thank you for this link it proves that komen is pure political manipulation with no interest in helping humans it pretends to help bs at it is highest level of stinking and sucking,0
which one there is,0
if they deleted his post i wold surely be banned for my flaming all over joe,0
not the hurricane though you can keep that lol,0
caveman only a true idiot would put links to foxnews in their reply you also probably look in the mirror and tell yourself your good looking what a d bag today as we celebrate that so many of our men and women have been killed in needless wars maybe you can take a minute to reflect on the part you played in their deaths,1
you are female gay or both,1
i can feel sorry for you both i am a child of god just as you are and i do not hate you but i do feel sorry for you because i feel so much hate in your words very sad,0
saturday at ct i sounded fine using the headset and google phone when i hosted,0
or it is our worst nightmare as we slide to the rd or possibly th best qb in the division mercy,0
fleeboi but my socks was dirty when i stuffed dem in yo mother mouth to keep her quiet when i was fuking her doggy style when i pull it out her pussy and stick it in her asshole there was brown shit all over my dick and i asked her to give me a quick clean wit her mouth first thats why her pet name is doo doo mouth bitch,1
there is something wrong with you i hope something horrible happens to you,1
well you never know if its an internet woman on the other side do you this is the internet my friend for all you know you might be chatting to a baboon right now also who is giving you the thumbs down and for what reason,0
hahahahahaha snort hahahahahahahaha,0
well guys it has been fun i enjoyed the friendship really needed it even if the royals proved once again a disappointment,0
